company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
TITAN PLUMBING COMPANY LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"1386 Se Summit Trl, Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC1430885,1,"MESTRE, MAXIMINO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TREASURE COAST AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34958,"Po Box 460, Jensen Beach, FL, 34958",,,,,,CAC,Certified Air Conditioning Contractor,CAC058476,1,"WALKER, LUKE ALAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"TROPICAL PLUMBING AND MECHANICAL, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"911 Sw 32Nd St, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1429139,1,"BETES, WILLIAM D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TRUE QUALITY AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"6394 Se Lockerby Place, Hobe Sound, FL, 33455",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817797,1,"SCHICKEL, EUGENE JOSEPH",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TWO ANCHORS PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"3374 Se Ellendale Street, Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC1430857,1,"COLLINS, DANA LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"ULTRACOOL AIR CONDITIONING SERVICES, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"2019 Se Madison Street, Stuart, FL, 34997",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817238,1,"ILIFF, KYLE JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
UNDERGROUND PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34996,"1686 Se 13Th Street, Stuart, FL, 34996",,,,,,CFC,Certified Plumbing Contractor,CFC1432722,1,"SEQUEIRA, CHRISTOPHER M",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
VAMMI PLUMBING INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34958,"Po Box 6, Jensen Beach, FL, 34958",,,,,,RF,Registered Plumbing Contractor,RF11067934,1,"MONACHINO, PAUL M",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
W.B. KOEHLER AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"3475 Se Cormorant Pl, Hobe Sound, FL, 33455",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819631,1,"KOEHLER, WILLIAM L",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"WALLEN AIR CONDITIONING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Okeechobee,Martin,34974,"9548 Sw Keen Ave, Okeechobee, FL, 34974",,,,,,CAC,Certified Air Conditioning Contractor,CACA15692,1,"OLIVER, KAREN M",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
'A' ROOTER INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33125,"1740 Nw North River Dr Apt 522, Miami, FL, 33125",,,,,,CFC,Certified Plumbing Contractor,CFC1428587,1,"ARROM, ORLANDO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"1 2 3 AIR CONDITIONING, LLC",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33174,"20 Sw 103 Rd Ave, Miami, FL, 33174",,,,,,CMC,Certified Mechanical Contractor,CMC1251514,1,"RIEUMONT HORTA, LEONARDO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"1 A BACKFLOW AND SERVICES, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Key Biscayne,Miami-Dade,33149,"104 Crandon Boulevard Suite 420, Key Biscayne, FL, 33149",,,,,,CFC,Certified Plumbing Contractor,CFC1429608,1,"LANZA, LAWRENCE CHRISTOPHER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
1 ON AIR,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33144,"1311 Sw 73 Pl, Miami, FL, 33144",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824486,1,"RUSIEL, JAVIER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
1K DOMESTIC SOLUTIONS CORP,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33172,"230 Nw 109Th Ave Apt 211, Miami, FL, 33172",,,,,,CMC,Certified Mechanical Contractor,CMC1251432,1,"BRACHO PARIS, MIXIEL ALBERTO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
1ST AIR CONDITIONING CORP,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33055,"4715 Nw 169 St, Miami, FL, 33055",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817297,1,"LOPEZ, MICHEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"1ST CHOICE PLUMBING AND RENOVATION, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Aventura,Miami-Dade,33180,"3443 Ne 210Th Terrace, Aventura, FL, 33180",,,,,,CFC,Certified Plumbing Contractor,CFC1430177,1,"KAPITANOV, IVAN DINKOV",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"2 BROS PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33168,"1150 Nw 111 St, Miami, FL, 33168",,,,,,CFC,Certified Plumbing Contractor,CFC1429225,1,"SHINHOSTER, DONNELL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"21 CONSTRUCTION, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33161,"7570 Sw 29Th St, Miami, FL, 33161",,,,,,CFC,Certified Plumbing Contractor,CFC1432751,1,"CASTILLO, JOSE LUIS",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
24 HR AIR SERVICE INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33179,"20725 Ne 16Th Ave, Suite #A-21, Miami, FL, 33179",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814637,1,"DUNN, MICHAEL A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
24 SEVEN PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hialeah Gardens,Miami-Dade,33018,"11119 W Okeechobee Rd Apt 120, Hialeah Gardens, FL, 33018",,,,,,CFC,Certified Plumbing Contractor,CFC1431661,1,"FORT, MANUEL",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
24/7 AIR CONDITIONING SERVICE CORP,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33184,"13033 Sw 6 Street, Miami, FL, 33184",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819852,1,"PARRA, YUNIOR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"2EAC AIR, LLC",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33157-1244,"11111 Sw 154 St, Miami, FL, 33157-1244",,,,,,CMC,Certified Mechanical Contractor,CMC1250437,1,"CASTANO GUERRA, AROLDO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
305 ARCTIC AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Aventura,Miami-Dade,33180,"3401 N Country Club Dr Apt 316, Aventura, FL, 33180",,,,,,CAC,Certified Air Conditioning Contractor,CAC1825002,1,"GOROKHOV, DANIEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
32DEGREES SERVICES,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hialeah,Miami-Dade,33015,"19431 Nw 59Th Pl, Hialeah, FL, 33015",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815180,1,"CALDERIN, JORGE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
360 AIR CONDITIONING AND HEAT LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hialeah,Miami-Dade,33014,"1639 West 72Nd Street, Hialeah, FL, 33014",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824811,1,"GONZALEZ, JORGE L",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
360 PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33157,"10281 Sw 156 St, Miami, FL, 33157",,,,,,CFC,Certified Plumbing Contractor,CFC1432399,1,"HERNANDEZ, FERNANDO JESUS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
3D COMFORT SERVICE CORP,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hialeah,Miami-Dade,33016,"6217 West 22 Lane, Hialeah, FL, 33016",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823027,1,"MENDOZA ALFARO, FERNANDO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
3J CONSTRUCTION,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33173,"10420 Sw 60 Street, Miami, FL, 33173",,,,,,CFC,Certified Plumbing Contractor,CFC1430817,1,"ACOSTA, JOE L",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
3RD ROCK PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33134,"4241 Sw 16Th St, Miami, FL, 33134",,,,,,CFC,Certified Plumbing Contractor,CFC1430764,1,"BARBANO, JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
4 SEASONS AIR CONDITIONING & REFRIGERATION INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hialeah,Miami-Dade,33012,"110 W 50 Street, Hialeah, FL, 33012",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816268,1,"RUBIO, FRANCISCO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
4-D PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami Gardens,Miami-Dade,33014,"15932 Nw 48Th Ave, Miami Gardens, FL, 33014",,,,,,CFC,Certified Plumbing Contractor,CFC1430896,1,"BUSTOS, MARLON FRANCISCO JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"4TRESS CONSTRUCTION, LLC",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Doral,Miami-Dade,33172,"1315 Nw 98 Th Ct Unit #8, Doral, FL, 33172",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1432444; CMC1251293,2,"NUNEZ, ALEJANDRO ENRIQUE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
5S PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hialeah,Miami-Dade,33014,"7396  W 15Th Ct, Hialeah, FL, 33014",,,,,,CFC,Certified Plumbing Contractor,CFC1431695,1,"RAMOS PEREZ, CARLOS SAMUEL",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
5STAR PLUMBING SERVICES CORP,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33177,"12700 Sw 187 St, Miami, FL, 33177",,,,,,CFC,Certified Plumbing Contractor,CFC1428573,1,"PAMPIN JIMENEZ, MANUEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
60 DEGREES LLC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33175,"4562 Sw 129Th Ave., Miami, FL, 33175",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822816,1,"AMOR, MANUEL ALEJANDRO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
8C SERVICES CORP,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33133,"3562 Sw 25Th St, Miami, FL, 33133",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821006,1,"MONTES, SAMUEL ANTONIO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
911 COLD AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Miami,Miami-Dade,33135,"1443 Sw 4Th Street Apt 6, Miami, FL, 33135",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819222,1,"RODRIGUEZ, LAZARO E",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A & A ALONSO SERVICES CORP,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lantana,Miami-Dade,33462,"1404 Cardinal Ln, Lantana, FL, 33462",,,,,,CFC,Certified Plumbing Contractor,CFC1433101,1,"MESA PILOTO, FERNANDO R",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
