company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
"NORTH AMERICAN REFRIGERATION SERVICES, INC.",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Sanderson,Baker,32087,"714  Narrow Way, Sanderson, FL, 32087",,,,,,CMC,Certified Mechanical Contractor,CMC1250973,1,"DUNCAN, JAMES HENRY JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PHOENIX COMFORT SERVICES OF FLORIDA LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"6952 S County Rd 125, Macclenny, FL, 32063",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815476,1,"TANNER, PHILIP GLENN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SOUTHERN AIR AND REFRIGERATION, INC.",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Glen St Mary,Baker,32040,"13329 Bob Burnsed Rd, Glen St Mary, FL, 32040",,,,,,CMC,Certified Mechanical Contractor,CMC1250485,1,"LONG, JOEL MATTHEW",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
SOUTHERN COMFORT COOLING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"11  South Blvd Box 70, Macclenny, FL, 32063",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819711,1,"PENLEY, MECK ROBERT JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SOUTHERN TECHNOLOGIES OF JACKSONVILLE INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Glen St Mary,Baker,32040,"13403 Mossy Oak Ln, Glen St Mary, FL, 32040",,,,,,CAC,Certified Air Conditioning Contractor,CAC057518; CAC1814858,2,"HANKS, GRANVILLE OTIS; HANKS, MARTY RAY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"STARLING THERMAL DYNAMICS, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"9624 Blackjack Road, Macclenny, FL, 32063",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817823,1,"STARLING, DAVID MANNING",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TROPICAL EQUIPMENT SALES AND LEASING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Glen St Mary,Baker,32040,"Po Box 10, Glen St Mary, FL, 32040",,,,,,CAC,Certified Air Conditioning Contractor,CAC057448,1,"NEIDERMEIER, JOEL KENNETH",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A 1 SEPTIC TANK SERVICE INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fountain,Bay,32438,"17931 Lazy Lane, Fountain, FL, 32438",,,,,,RF,Registered Plumbing Contractor,RF11067785,1,"CHIODO, KRISTI",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
A PHELPS PETROLEUM OF NORTHWEST FLORIDA INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"7918 Hwy. 2301, Panama City, FL, 32404",,,,,,CMC,Certified Mechanical Contractor,CMC1250182,1,"REGISTER, THOMAS SCOTT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"A&H HEATING AND AIR , LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"326 W 34Th Court, Panama City, FL, 32405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822348,1,"ALDERMAN, JOSEPH L",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AAA REFRIGERATION,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"1737 Sherman Ave, Panama City, FL, 32405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814062,1,"SMITH, WILLIAM E",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ABC COOLING & REFRIGERATION,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Bayport,Bay,32409,"3112 Willie Dr, Bayport, FL, 32409",,,,,,RA,Registered Air Conditioning Contractor,RA0060891,1,"THOMPSON, JOHN RODNEY",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
"ABOVE ALL CONSTRUCTION AND REMODELING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Fountain,Bay,32438,"12413 Two Trail Rd, Fountain, FL, 32438",,,,,,CFC,Certified Plumbing Contractor,CFC1429588,1,"SANSOM, JAMES LEON",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
ADVANCE PLUMBING SERVICE USA INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32408,"202 Fan Coral Dr, Panama City Beach, FL, 32408",,,,,,CFC,Certified Plumbing Contractor,CFC057980,1,"LA PLANTE, GREGORY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ADVANTAGE REFRIGERATION & AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"1506  Grace Ave, Panama City, FL, 32405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816753,1,"SWINNEY, RYAN LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AERODYNE MECHANICAL LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32408,"2402 Dorothy Ave, Panama City Beach, FL, 32408",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821041,1,"ALLEN, KEANT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIRON HEATING AND COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"3810 E 14Th St, Panama City, FL, 32404",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822914,1,"PEZOLD, AARON JOSEPH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
ALEXANDER AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"11642 Bay Vista Dr., Panama City, FL, 32404",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814777; CAC1818834; CAC1819293,3,"ALEXANDER, GLEN CARLTON; ALEXANDER, RUSSELL LEE; CORDOVA GARCIA, WALTER ALEXANDER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"ALL AMERICAN A/C, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32401,"1025 Harrison Ave Dba: All American A/C, Inc., Panama City, FL, 32401",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814081,1,"MOHAMMAD, HOJJAT A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ALL SEASON'S HEATING & A/C & ELECTRICAL CONTRACTOR,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"2612 E 40Th Plaza, Panama City, FL, 32405",,,,,,RA,Registered Air Conditioning Contractor,RA0019502,1,"BEACH, WAYNE COLLIER",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
ARCTIC AIR AND REFRIGERATION LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32407,"1885 Pointe Drive, Panama City Beach, FL, 32407",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820902,1,"IBRAHIM, MUHAMMAD JAWAD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ARTHUR CONSTRUCTION LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"4006 East 7Th Circle, Panama City, FL, 32404",,,,,,RF,Registered Plumbing Contractor,RF11067938,1,"DEJESUS, KEVIN D",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
"B & S HEATING AND AIR CONDITIONING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Youngstown,Bay,32466,"8618 Eastwood Ave, Youngstown, FL, 32466",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817822,1,"BURGESS, WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
B WILLIAMS AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"3133 New Church Rd, Panama City, FL, 32409",,,,,,CAC,Certified Air Conditioning Contractor,CAC057549,1,"WILLIAMS, WILLIAM MELVIN JR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"BAILEY'S AIR CONDITIONING AND HEATING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32408,"8507 Lorento St, Panama City Beach, FL, 32408",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822864,1,"SMITH, JEFFREY CLAYTON JR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
BAREFOOT PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405,"2211 A  Hwy 231, Panama City, FL, 32405",(850) 899-4616,,3.8,10,Plumber,CFC,Certified Plumbing Contractor,CFC1432232,1,"BAREFOOT, CHRISTOPHER ALLEN",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
BARNES PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32409,"14802 Bream Pond Dr, Panama City, FL, 32409",,,,,,CFC,Certified Plumbing Contractor,CFC1432373,1,"BARNES, JUSTIN ANDREW",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BAY HEATING AND COOLING,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405-7022,"2637 East Ave, Panama City, FL, 32405-7022",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817247,1,"DAVIS, JAMES EDWARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BAY TOWN CONSTRUCTION INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405-2919,"1926 W 23Rd St, Panama City, FL, 32405-2919",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815953,1,"BURDESHAW, LLOYD STEVE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"BEACH BOY BUILDERS, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lynn Haven,Bay,32444,"4510 Baywood Dr, Lynn Haven, FL, 32444",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818023,1,"BEACH, ADAM PATRICK",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"BEACH COOLING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405-6334,"1631 Everitt Avenue, Panama City, FL, 32405-6334",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817449,1,"WHITE, JAMES ISOM",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"BEACH,BAY,&30A PLUMBING LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32413,"414  Legrand Drive, Panama City Beach, FL, 32413",,,,,,RF,Registered Plumbing Contractor,RF11068032,1,"CHANDLER, JEREMY KEITH",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
BEAHAN'S HEAT AND AIR INC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32417,"Po Box 9796, Panama City Beach, FL, 32417",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820940,1,"THACKER, BRUCE A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BECKWORTH HEATING AND COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32404,"5160 Stewart Dr, Panama City, FL, 32404",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823542,1,"BECKWORTH, CAMERON RILEY",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"BENEFIELD PLUMBING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Southport,Bay,32409,"2622  Highway 2321, Southport, FL, 32409",(850) 271-3887,benefieldplumbing.com,4.1,20,Plumber,CFC,Certified Plumbing Contractor,CFC1428755,1,"BENEFIELD, JOHNNY R",08/31/2026,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
BGN CONTRACTORS,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Inlet Beach,Bay,32461,"367 Cannonball Lane, Inlet Beach, FL, 32461",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1431279; CMC1250972,2,"GOLDEN, RONALD GAGE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BILLY GRAHAM'S AC & HEATING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City,Bay,32405-3509,"2825 Cocoa Avenue, Panama City, FL, 32405-3509",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815690,1,"GRAHAM, BILLY DON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
BLUE MOON PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Panama City Beach,Bay,32413,"315 Lake Pl, Panama City Beach, FL, 32413",(850) 730-9197,blumoonplumbing.com,4.7,97,Plumber,RF,Registered Plumbing Contractor,RF11067838,1,"BACH, JOHN FREDRICK JR",08/31/2027,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
